time	Channel1	Channel2
-0.0008694	0.9502666	-0.002666666
-0.0008692000000000001	0.9526666	-0.0024
-0.000869	0.9554666	-0.001866666
-0.0008688000000000001	0.9557332	-0.0007999999
-0.0008686	0.9559999	-0.001333333
-0.0008684000000000001	0.9586666	-0.0024
-0.0008682	0.9597332	-0.001333333
-0.0008680000000000001	0.9623999	-0.002933333
-0.0008678000000000001	0.9607999	-0.001333333
-0.0008676000000000001	0.9635999	-0.0024
-0.0008674	0.9646665	-0.0024
-0.0008672	0.9654666	-0.002666666
-0.000867	0.9673333	-0.0016
-0.0008668	0.9678666	-0.001333333
-0.0008666	0.9686666	-0.0024
-0.0008664	0.9717332	-0.002666666
-0.0008662	0.9730666	-0.0032
-0.000866	0.9746666	-0.003466666
-0.0008658	0.9767999	-0.001866666
-0.0008656	0.9757332	-0.002133333
-0.0008654	0.9781333	-0.002133333
-0.0008652	0.9791999	-0.001066667
-0.000865	0.9819999	-0.0024
-0.0008648	0.9819999	-0.0016
-0.0008646000000000001	0.9835999	-0.0024
-0.0008644	0.9857332	-0.001866666
-0.0008642000000000001	0.9870666	-0.001333333
-0.000864	0.9882666	-0.001066667
-0.0008638000000000001	0.9887999	-0.0016
-0.0008636000000000001	0.9922666	-0.0024
-0.0008634000000000001	0.9922666	-0.001333333
-0.0008632000000000001	0.9941332	-0.0024
-0.000863	0.9951999	-0.0016
-0.0008628	0.9961332	-0.001333333
-0.0008626	0.9974666	-0.002133333
-0.0008624	1.000133	-0.002666666
-0.0008622	1.000933	-0.001333333
